,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0007863,True,True,True,True,True,,True,,,True,True,True,True
PATT0007864,True,True,True,True,True,,,True,True,True,True,True,
PATT0007865,True,True,True,True,True,,,True,True,True,True,,True
PATT0007866,True,True,True,True,True,,,True,True,True,,True,True
PATT0007867,True,True,True,True,True,,,True,True,,True,True,True
PATT0007868,True,True,True,True,True,,,True,,True,True,True,True
PATT0007869,True,True,True,True,True,,,,True,True,True,True,True
PATT0007870,True,True,True,True,,True,True,True,True,True,True,,
PATT0007871,True,True,True,True,,True,True,True,True,True,,True,
PATT0007872,True,True,True,True,,True,True,True,True,True,,,True
PATT0007873,True,True,True,True,,True,True,True,True,,True,True,
PATT0007874,True,True,True,True,,True,True,True,True,,True,,True
PATT0007875,True,True,True,True,,True,True,True,True,,,True,True
PATT0007876,True,True,True,True,,True,True,True,,True,True,True,
PATT0007877,True,True,True,True,,True,True,True,,True,True,,True
PATT0007878,True,True,True,True,,True,True,True,,True,,True,True
PATT0007879,True,True,True,True,,True,True,True,,,True,True,True
PATT0007880,True,True,True,True,,True,True,,True,True,True,True,
PATT0007881,True,True,True,True,,True,True,,True,True,True,,True
PATT0007882,True,True,True,True,,True,True,,True,True,,True,True
PATT0007883,True,True,True,True,,True,True,,True,,True,True,True
PATT0007884,True,True,True,True,,True,True,,,True,True,True,True
PATT0007885,True,True,True,True,,True,,True,True,True,True,True,
PATT0007886,True,True,True,True,,True,,True,True,True,True,,True
PATT0007887,True,True,True,True,,True,,True,True,True,,True,True
PATT0007888,True,True,True,True,,True,,True,True,,True,True,True
PATT0007889,True,True,True,True,,True,,True,,True,True,True,True
PATT0007890,True,True,True,True,,True,,,True,True,True,True,True
PATT0007891,True,True,True,True,,,True,True,True,True,True,True,
PATT0007892,True,True,True,True,,,True,True,True,True,True,,True
PATT0007893,True,True,True,True,,,True,True,True,True,,True,True
PATT0007894,True,True,True,True,,,True,True,True,,True,True,True
PATT0007895,True,True,True,True,,,True,True,,True,True,True,True
PATT0007896,True,True,True,True,,,True,,True,True,True,True,True
PATT0007897,True,True,True,True,,,,True,True,True,True,True,True
PATT0007898,True,True,True,,True,True,True,True,True,True,True,,
PATT0007899,True,True,True,,True,True,True,True,True,True,,True,
PATT0007900,True,True,True,,True,True,True,True,True,True,,,True
PATT0007901,True,True,True,,True,True,True,True,True,,True,True,
PATT0007902,True,True,True,,True,True,True,True,True,,True,,True
PATT0007903,True,True,True,,True,True,True,True,True,,,True,True
PATT0007904,True,True,True,,True,True,True,True,,True,True,True,
PATT0007905,True,True,True,,True,True,True,True,,True,True,,True
PATT0007906,True,True,True,,True,True,True,True,,True,,True,True
PATT0007907,True,True,True,,True,True,True,True,,,True,True,True
PATT0007908,True,True,True,,True,True,True,,True,True,True,True,
PATT0007909,True,True,True,,True,True,True,,True,True,True,,True
PATT0007910,True,True,True,,True,True,True,,True,True,,True,True
PATT0007911,True,True,True,,True,True,True,,True,,True,True,True
PATT0007912,True,True,True,,True,True,True,,,True,True,True,True
PATT0007913,True,True,True,,True,True,,True,True,True,True,True,
PATT0007914,True,True,True,,True,True,,True,True,True,True,,True
PATT0007915,True,True,True,,True,True,,True,True,True,,True,True
PATT0007916,True,True,True,,True,True,,True,True,,True,True,True
PATT0007917,True,True,True,,True,True,,True,,True,True,True,True
PATT0007918,True,True,True,,True,True,,,True,True,True,True,True
PATT0007919,True,True,True,,True,,True,True,True,True,True,True,
PATT0007920,True,True,True,,True,,True,True,True,True,True,,True
PATT0007921,True,True,True,,True,,True,True,True,True,,True,True
PATT0007922,True,True,True,,True,,True,True,True,,True,True,True
PATT0007923,True,True,True,,True,,True,True,,True,True,True,True
PATT0007924,True,True,True,,True,,True,,True,True,True,True,True
PATT0007925,True,True,True,,True,,,True,True,True,True,True,True
PATT0007926,True,True,True,,,True,True,True,True,True,True,True,
PATT0007927,True,True,True,,,True,True,True,True,True,True,,True
PATT0007928,True,True,True,,,True,True,True,True,True,,True,True
PATT0007929,True,True,True,,,True,True,True,True,,True,True,True
PATT0007930,True,True,True,,,True,True,True,,True,True,True,True
PATT0007931,True,True,True,,,True,True,,True,True,True,True,True
PATT0007932,True,True,True,,,True,,True,True,True,True,True,True
PATT0007933,True,True,True,,,,True,True,True,True,True,True,True
PATT0007934,True,True,,True,True,True,True,True,True,True,True,,
PATT0007935,True,True,,True,True,True,True,True,True,True,,True,
PATT0007936,True,True,,True,True,True,True,True,True,True,,,True
PATT0007937,True,True,,True,True,True,True,True,True,,True,True,
PATT0007938,True,True,,True,True,True,True,True,True,,True,,True
PATT0007939,True,True,,True,True,True,True,True,True,,,True,True
PATT0007940,True,True,,True,True,True,True,True,,True,True,True,
PATT0007941,True,True,,True,True,True,True,True,,True,True,,True
PATT0007942,True,True,,True,True,True,True,True,,True,,True,True
PATT0007943,True,True,,True,True,True,True,True,,,True,True,True
PATT0007944,True,True,,True,True,True,True,,True,True,True,True,
PATT0007945,True,True,,True,True,True,True,,True,True,True,,True
PATT0007946,True,True,,True,True,True,True,,True,True,,True,True
PATT0007947,True,True,,True,True,True,True,,True,,True,True,True
PATT0007948,True,True,,True,True,True,True,,,True,True,True,True
PATT0007949,True,True,,True,True,True,,True,True,True,True,True,
PATT0007950,True,True,,True,True,True,,True,True,True,True,,True
PATT0007951,True,True,,True,True,True,,True,True,True,,True,True
PATT0007952,True,True,,True,True,True,,True,True,,True,True,True
PATT0007953,True,True,,True,True,True,,True,,True,True,True,True
PATT0007954,True,True,,True,True,True,,,True,True,True,True,True
PATT0007955,True,True,,True,True,,True,True,True,True,True,True,
PATT0007956,True,True,,True,True,,True,True,True,True,True,,True
PATT0007957,True,True,,True,True,,True,True,True,True,,True,True
PATT0007958,True,True,,True,True,,True,True,True,,True,True,True
PATT0007959,True,True,,True,True,,True,True,,True,True,True,True
PATT0007960,True,True,,True,True,,True,,True,True,True,True,True
PATT0007961,True,True,,True,True,,,True,True,True,True,True,True
PATT0007962,True,True,,True,,True,True,True,True,True,True,True,
PATT0007963,True,True,,True,,True,True,True,True,True,True,,True
PATT0007964,True,True,,True,,True,True,True,True,True,,True,True
PATT0007965,True,True,,True,,True,True,True,True,,True,True,True
PATT0007966,True,True,,True,,True,True,True,,True,True,True,True
PATT0007967,True,True,,True,,True,True,,True,True,True,True,True
PATT0007968,True,True,,True,,True,,True,True,True,True,True,True
PATT0007969,True,True,,True,,,True,True,True,True,True,True,True
PATT0007970,True,True,,,True,True,True,True,True,True,True,True,
PATT0007971,True,True,,,True,True,True,True,True,True,True,,True
PATT0007972,True,True,,,True,True,True,True,True,True,,True,True
PATT0007973,True,True,,,True,True,True,True,True,,True,True,True
PATT0007974,True,True,,,True,True,True,True,,True,True,True,True
PATT0007975,True,True,,,True,True,True,,True,True,True,True,True
PATT0007976,True,True,,,True,True,,True,True,True,True,True,True
PATT0007977,True,True,,,True,,True,True,True,True,True,True,True
PATT0007978,True,True,,,,True,True,True,True,True,True,True,True
PATT0007979,True,,True,True,True,True,True,True,True,True,True,,
PATT0007980,True,,True,True,True,True,True,True,True,True,,True,
PATT0007981,True,,True,True,True,True,True,True,True,True,,,True
PATT0007982,True,,True,True,True,True,True,True,True,,True,True,
PATT0007983,True,,True,True,True,True,True,True,True,,True,,True
PATT0007984,True,,True,True,True,True,True,True,True,,,True,True
PATT0007985,True,,True,True,True,True,True,True,,True,True,True,
PATT0007986,True,,True,True,True,True,True,True,,True,True,,True
PATT0007987,True,,True,True,True,True,True,True,,True,,True,True
PATT0007988,True,,True,True,True,True,True,True,,,True,True,True
PATT0007989,True,,True,True,True,True,True,,True,True,True,True,
PATT0007990,True,,True,True,True,True,True,,True,True,True,,True
PATT0007991,True,,True,True,True,True,True,,True,True,,True,True
PATT0007992,True,,True,True,True,True,True,,True,,True,True,True
PATT0007993,True,,True,True,True,True,True,,,True,True,True,True
PATT0007994,True,,True,True,True,True,,True,True,True,True,True,
PATT0007995,True,,True,True,True,True,,True,True,True,True,,True
PATT0007996,True,,True,True,True,True,,True,True,True,,True,True
PATT0007997,True,,True,True,True,True,,True,True,,True,True,True
PATT0007998,True,,True,True,True,True,,True,,True,True,True,True
PATT0007999,True,,True,True,True,True,,,True,True,True,True,True
PATT0008000,True,,True,True,True,,True,True,True,True,True,True,
PATT0008001,True,,True,True,True,,True,True,True,True,True,,True
PATT0008002,True,,True,True,True,,True,True,True,True,,True,True
PATT0008003,True,,True,True,True,,True,True,True,,True,True,True
PATT0008004,True,,True,True,True,,True,True,,True,True,True,True
PATT0008005,True,,True,True,True,,True,,True,True,True,True,True
PATT0008006,True,,True,True,True,,,True,True,True,True,True,True
PATT0008007,True,,True,True,,True,True,True,True,True,True,True,
PATT0008008,True,,True,True,,True,True,True,True,True,True,,True
PATT0008009,True,,True,True,,True,True,True,True,True,,True,True
PATT0008010,True,,True,True,,True,True,True,True,,True,True,True
PATT0008011,True,,True,True,,True,True,True,,True,True,True,True
PATT0008012,True,,True,True,,True,True,,True,True,True,True,True
PATT0008013,True,,True,True,,True,,True,True,True,True,True,True
PATT0008014,True,,True,True,,,True,True,True,True,True,True,True
PATT0008015,True,,True,,True,True,True,True,True,True,True,True,
PATT0008016,True,,True,,True,True,True,True,True,True,True,,True
PATT0008017,True,,True,,True,True,True,True,True,True,,True,True
PATT0008018,True,,True,,True,True,True,True,True,,True,True,True
PATT0008019,True,,True,,True,True,True,True,,True,True,True,True
PATT0008020,True,,True,,True,True,True,,True,True,True,True,True
PATT0008021,True,,True,,True,True,,True,True,True,True,True,True
PATT0008022,True,,True,,True,,True,True,True,True,True,True,True
PATT0008023,True,,True,,,True,True,True,True,True,True,True,True
PATT0008024,True,,,True,True,True,True,True,True,True,True,True,
PATT0008025,True,,,True,True,True,True,True,True,True,True,,True
PATT0008026,True,,,True,True,True,True,True,True,True,,True,True
PATT0008027,True,,,True,True,True,True,True,True,,True,True,True
PATT0008028,True,,,True,True,True,True,True,,True,True,True,True
PATT0008029,True,,,True,True,True,True,,True,True,True,True,True
PATT0008030,True,,,True,True,True,,True,True,True,True,True,True
PATT0008031,True,,,True,True,,True,True,True,True,True,True,True
PATT0008032,True,,,True,,True,True,True,True,True,True,True,True
PATT0008033,True,,,,True,True,True,True,True,True,True,True,True
PATT0008034,,True,True,True,True,True,True,True,True,True,True,,
PATT0008035,,True,True,True,True,True,True,True,True,True,,True,
PATT0008036,,True,True,True,True,True,True,True,True,True,,,True
PATT0008037,,True,True,True,True,True,True,True,True,,True,True,
PATT0008038,,True,True,True,True,True,True,True,True,,True,,True
PATT0008039,,True,True,True,True,True,True,True,True,,,True,True
PATT0008040,,True,True,True,True,True,True,True,,True,True,True,
PATT0008041,,True,True,True,True,True,True,True,,True,True,,True
PATT0008042,,True,True,True,True,True,True,True,,True,,True,True
PATT0008043,,True,True,True,True,True,True,True,,,True,True,True
PATT0008044,,True,True,True,True,True,True,,True,True,True,True,
PATT0008045,,True,True,True,True,True,True,,True,True,True,,True
PATT0008046,,True,True,True,True,True,True,,True,True,,True,True
PATT0008047,,True,True,True,True,True,True,,True,,True,True,True
PATT0008048,,True,True,True,True,True,True,,,True,True,True,True
PATT0008049,,True,True,True,True,True,,True,True,True,True,True,
PATT0008050,,True,True,True,True,True,,True,True,True,True,,True
PATT0008051,,True,True,True,True,True,,True,True,True,,True,True
PATT0008052,,True,True,True,True,True,,True,True,,True,True,True
PATT0008053,,True,True,True,True,True,,True,,True,True,True,True
PATT0008054,,True,True,True,True,True,,,True,True,True,True,True
PATT0008055,,True,True,True,True,,True,True,True,True,True,True,
PATT0008056,,True,True,True,True,,True,True,True,True,True,,True
PATT0008057,,True,True,True,True,,True,True,True,True,,True,True
PATT0008058,,True,True,True,True,,True,True,True,,True,True,True
PATT0008059,,True,True,True,True,,True,True,,True,True,True,True
PATT0008060,,True,True,True,True,,True,,True,True,True,True,True
PATT0008061,,True,True,True,True,,,True,True,True,True,True,True
PATT0008062,,True,True,True,,True,True,True,True,True,True,True,
PATT0008063,,True,True,True,,True,True,True,True,True,True,,True
PATT0008064,,True,True,True,,True,True,True,True,True,,True,True
PATT0008065,,True,True,True,,True,True,True,True,,True,True,True
PATT0008066,,True,True,True,,True,True,True,,True,True,True,True
PATT0008067,,True,True,True,,True,True,,True,True,True,True,True
PATT0008068,,True,True,True,,True,,True,True,True,True,True,True
PATT0008069,,True,True,True,,,True,True,True,True,True,True,True
PATT0008070,,True,True,,True,True,True,True,True,True,True,True,
PATT0008071,,True,True,,True,True,True,True,True,True,True,,True
PATT0008072,,True,True,,True,True,True,True,True,True,,True,True
PATT0008073,,True,True,,True,True,True,True,True,,True,True,True
PATT0008074,,True,True,,True,True,True,True,,True,True,True,True
PATT0008075,,True,True,,True,True,True,,True,True,True,True,True
PATT0008076,,True,True,,True,True,,True,True,True,True,True,True
PATT0008077,,True,True,,True,,True,True,True,True,True,True,True
PATT0008078,,True,True,,,True,True,True,True,True,True,True,True
PATT0008079,,True,,True,True,True,True,True,True,True,True,True,
PATT0008080,,True,,True,True,True,True,True,True,True,True,,True
PATT0008081,,True,,True,True,True,True,True,True,True,,True,True
PATT0008082,,True,,True,True,True,True,True,True,,True,True,True
PATT0008083,,True,,True,True,True,True,True,,True,True,True,True
PATT0008084,,True,,True,True,True,True,,True,True,True,True,True
PATT0008085,,True,,True,True,True,,True,True,True,True,True,True
PATT0008086,,True,,True,True,,True,True,True,True,True,True,True
PATT0008087,,True,,True,,True,True,True,True,True,True,True,True
PATT0008088,,True,,,True,True,True,True,True,True,True,True,True
PATT0008089,,,True,True,True,True,True,True,True,True,True,True,
PATT0008090,,,True,True,True,True,True,True,True,True,True,,True
PATT0008091,,,True,True,True,True,True,True,True,True,,True,True
PATT0008092,,,True,True,True,True,True,True,True,,True,True,True
PATT0008093,,,True,True,True,True,True,True,,True,True,True,True
PATT0008094,,,True,True,True,True,True,,True,True,True,True,True
PATT0008095,,,True,True,True,True,,True,True,True,True,True,True
PATT0008096,,,True,True,True,,True,True,True,True,True,True,True
PATT0008097,,,True,True,,True,True,True,True,True,True,True,True
PATT0008098,,,True,,True,True,True,True,True,True,True,True,True
PATT0008099,,,,True,True,True,True,True,True,True,True,True,True
PATT0008100,True,True,True,True,True,True,True,True,True,True,True,,
PATT0008101,True,True,True,True,True,True,True,True,True,True,,True,
PATT0008102,True,True,True,True,True,True,True,True,True,True,,,True
