id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
54298,fredericksburg,2003,mercury,good,6 cylinders,gas,274872,clean,manual,fwd,mid-size,wagon,black,va,2541.8418088756353
54299,st george,2013,ford,excellent,8 cylinders,diesel,151687,clean,automatic,4wd,full-size,pickup,black,,17927.594068636587
54300,south coast,2001,chevrolet,good,8 cylinders,gas,156696,clean,automatic,rwd,full-size,pickup,green,ma,7466.412150464591
54301,rockford,2013,lexus,excellent,6 cylinders,gas,102983,clean,automatic,fwd,mid-size,sedan,blue,il,9362.891997465564
54302,central NJ,2012,ford,excellent,4 cylinders,gas,110529,clean,automatic,fwd,mid-size,sedan,grey,,9354.674246274068
54303,tallahassee,2002,mercury,good,6 cylinders,gas,119025,clean,automatic,fwd,full-size,mini-van,red,fl,4524.269882117904
54304,lehigh valley,2007,ａｃｕｒａ,excellent,6 cylinders,gas,122895,rebuilt,automatic,fwd,full-size,coupe,grey,pa,8238.957276980418
54305,central NJ,2013,dodge,excellent,6 cylinders,gas,132360,clean,automatic,fwd,full-size,SUV,red,nj,8737.317347391205
54306,philadelphia,2007,ram,fair,6 cylinders,diesel,121350,clean,automatic,4wd,full-size,SUV,black,pa,12875.494911870186
54307,salem,2012,chevrolet,excellent,4 cylinders,gas,25487,rebuilt,automatic,fwd,mid-size,sedan,black,or,15404.047336602673
54308,detroit metro,2008,dodge,good,6 cylinders,gas,67230,clean,automatic,rwd,mid-size,pickup,black,mi,14374.010501253568
54309,rhode island,2006,toyota,excellent,6 cylinders,gas,203136,clean,automatic,4wd,full-size,SUV,silver,ri,7833.378529442365
54310,philadelphia,2013,hyundai,good,4 cylinders,gas,116272,clean,automatic,fwd,compact,sedan,silver,,4729.05838157205
54311,stockton,2012,honda,excellent,4 cylinders,,31449,clean,automatic,fwd,mid-size,sedan,blue,,12015.444845469332
54312,new york city,2004,bmw,excellent,6 cylinders,gas,108244,clean,automatic,fwd,full-size,coupe,black,ny,9165.662680224787
54313,wichita,1988,MITSUBISHI,good,4 cylinders,gas,59492,clean,manual,fwd,full-size,sedan,black,ks,7627.274358292986
54314,rhode island,2001,buick,good,6 cylinders,gas,345536,clean,automatic,fwd,full-size,SUV,green,ri,2079.4733379712957
54315,mohave county,2005,ram,good,8 cylinders,gas,285516,clean,automatic,4wd,full-size,pickup,green,az,5171.162515271452
54316,lubbock,2015,ford,excellent,6 cylinders,gas,98612,rebuilt,automatic,fwd,full-size,SUV,black,tx,12917.804956946684
54317,south florida,2009,BMW,excellent,6 cylinders,gas,88102,clean,automatic,rwd,mid-size,sedan,silver,fl,11312.072856249491
54318,rhode island,2017,nissan,good,4 cylinders,gas,33778,clean,automatic,fwd,full-size,sedan,black,ri,9675.33687217133
54319,madison,2013,ford,excellent,8 cylinders,gas,104694,clean,manual,4wd,full-size,wagon,green,wi,10694.61509307102
54320,central NJ,2018,ram,excellent,6 cylinders,gas,18140,clean,automatic,4wd,full-size,pickup,black,nj,29797.00846882016
54321,albany,2005,bmw,excellent,8 cylinders,gas,103431,clean,automatic,rwd,full-size,truck,silver,ny,13462.374375271054
54322,rhode island,2005,chevrolet,good,6 cylinders,gas,188215,clean,manual,fwd,mid-size,sedan,green,ri,3981.8190033803608
54323,los angeles,2015,HONDA,excellent,4 cylinders,gas,53703,clean,automatic,fwd,mid-size,hatchback,black,ca,11775.46237369377
54324,south florida,2007,bmw,excellent,6 cylinders,gas,108458,clean,manual,fwd,mid-size,sedan,blue,fl,8473.282024223441
54325,south coast,2007,kia,fair,4 cylinders,gas,278621,clean,manual,fwd,full-size,sedan,green,ma,1884.1392749004938
54326,myrtle beach,1986,bmw,excellent,6 cylinders,gas,85154,rebuilt,manual,rwd,mid-size,coupe,orange,sc,11052.906340219784
54327,maine,2011,chevrolet,excellent,8 cylinders,gas,144896,clean,automatic,4wd,full-size,truck,black,me,14738.445578355746
54328,central NJ,2008,ram,excellent,6 cylinders,diesel,225241,clean,automatic,4wd,full-size,truck,white,nj,16022.983074501033
54329,los angeles,2015,bmw,excellent,6 cylinders,gas,5162,clean,automatic,rwd,full-size,coupe,silver,ca,19019.104506409203
54330,"washington, DC",2001,cadillac,excellent,6 cylinders,gas,170495,clean,automatic,fwd,full-size,SUV,black,dc,7516.43473871973
54331,brunswick,2004,toyota,fair,6 cylinders,gas,189234,clean,manual,fwd,mid-size,truck,silver,ga,4329.427258688398
54332,baltimore,2016,ford,excellent,4 cylinders,gas,178820,clean,automatic,fwd,mid-size,SUV,silver,md,7793.663653371843
54333,bakersfield,1961,volkswagen,excellent,other,gas,139789,clean,manual,fwd,compact,convertible,green,ca,3564.8405126987373
54334,albany,2011,audi,excellent,6 cylinders,gas,13823,rebuilt,automatic,4wd,mid-size,SUV,white,ny,30290.50743535311
54335,las vegas,2013,bmw,excellent,6 cylinders,gas,78503,clean,automatic,fwd,mid-size,sedan,red,nv,9320.929935112823
54336,bismarck,1986,ｃｈｅｖｒｏｌｅｔ,excellent,8 cylinders,gas,104818,clean,manual,rwd,full-size,sedan,green,nd,7616.351644843452
54337,richmond,2016,audi,good,4 cylinders,gas,111751,salvage,manual,fwd,compact,hatchback,white,va,9190.887348530889
54338,central NJ,2013,jeep,like new,6 cylinders,diesel,67590,clean,automatic,4wd,mid-size,SUV,black,nj,23473.659590333824
54339,central NJ,2011,ｍｅｒｃｅｄｅｓ－ｂｅｎｚ,excellent,6 cylinders,gas,84850,clean,automatic,rwd,full-size,coupe,white,nj,16676.6636166422
54340,el paso,2018,BMW,like new,6 cylinders,gas,38624,rebuilt,manual,rwd,full-size,coupe,silver,tx,19074.677332258078
54341,victoria,2013,honda,like new,4 cylinders,gas,104579,clean,automatic,fwd,full-size,sedan,black,tx,8671.204963009843
54342,anchorage / mat-su,2012,dodge,excellent,4 cylinders,gas,22092,clean,automatic,fwd,mid-size,sedan,silver,ak,12284.006084966326
54343,rhode island,2008,ford,excellent,6 cylinders,diesel,118351,clean,automatic,4wd,full-size,truck,black,,21132.444090269968
54344,lima / findlay,2014,ford,excellent,6 cylinders,gas,121827,clean,automatic,rwd,full-size,sedan,red,oh,10731.914962502971
54345,tampa bay area,2016,ford,excellent,4 cylinders,gas,29948,clean,automatic,fwd,mid-size,sedan,black,fl,13861.92345711141
54346,san diego,2013,ford,excellent,6 cylinders,gas,90392,rebuilt,automatic,4wd,full-size,truck,brown,ca,17458.833838658433
54347,bend,2014,HYUNDAI,excellent,4 cylinders,gas,286272,rebuilt,automatic,fwd,mid-size,SUV,black,or,4290.955555486607
54348,sacramento,1988,chevrolet,good,8 cylinders,gas,91674,clean,manual,fwd,full-size,coupe,white,ca,7697.286698770707
54349,eastern kentucky,2016,honda,excellent,4 cylinders,gas,88865,salvage,automatic,fwd,compact,sedan,black,ky,8178.5497041008775
54350,north jersey,2001,nissan,excellent,4 cylinders,gas,129342,clean,automatic,fwd,full-size,sedan,black,nj,6866.721180808448
54351,akron / canton,2019,dodge,excellent,4 cylinders,gas,184297,clean,automatic,fwd,mid-size,SUV,red,oh,7449.774442153743
54352,las vegas,2011,bmw,like new,6 cylinders,gas,25537,clean,automatic,rwd,full-size,sedan,black,nv,17064.664271011636
54353,wilmington,2013,dodge,excellent,6 cylinders,gas,149871,clean,automatic,fwd,full-size,mini-van,blue,de,8096.418456229139
54354,treasure coast,1992,ford,excellent,6 cylinders,gas,110015,clean,automatic,4wd,full-size,truck,white,fl,15584.834919049492
54355,bakersfield,1997,ford,excellent,6 cylinders,gas,67069,clean,automatic,rwd,mid-size,coupe,white,ca,15426.476674634401
54356,killeen / temple / ft hood,2016,buick,excellent,6 cylinders,gas,169059,clean,automatic,fwd,full-size,mini-van,blue,tx,7358.465771924155
54357,kennewick-pasco-richland,2006,dodge,excellent,4 cylinders,gas,64583,clean,automatic,fwd,full-size,coupe,black,,11657.345137153556
54358,detroit metro,1989,pontiac,fair,6 cylinders,gas,157924,clean,automatic,rwd,full-size,sedan,silver,mi,3938.1303490478604
54359,las vegas,2009,bmw,excellent,4 cylinders,gas,111005,clean,manual,rwd,mid-size,SUV,black,nv,12737.173239853062
54360,central NJ,2012,hyundai,excellent,4 cylinders,,117078,clean,automatic,fwd,mid-size,sedan,grey,nj,7010.768823606227
54361,san antonio,2015,jeep,excellent,6 cylinders,gas,35969,rebuilt,automatic,4wd,mid-size,SUV,black,tx,22089.715907013087
54362,mobile,2012,ford,good,4 cylinders,gas,121596,clean,automatic,fwd,mid-size,sedan,grey,al,7208.1957629628405
54363,milwaukee,2003,ｈｏｎｄａ,good,4 cylinders,gas,118523,clean,automatic,fwd,mid-size,SUV,silver,wi,6267.536495875743
54364,albany,2014,bmw,excellent,6 cylinders,gas,112300,clean,automatic,rwd,mid-size,sedan,black,ny,11501.250680473611
54365,nashville,2007,acura,excellent,6 cylinders,gas,61988,clean,automatic,fwd,compact,sedan,green,tn,6357.061088971483
54366,altoona-johnstown,2004,bmw,good,6 cylinders,gas,142632,rebuilt,manual,rwd,full-size,coupe,blue,pa,9198.691396941249
54367,stockton,2011,bmw,excellent,6 cylinders,gas,112810,clean,automatic,fwd,mid-size,coupe,silver,ca,8875.462964892558
54368,albany,1989,bmw,excellent,8 cylinders,gas,28156,clean,manual,rwd,full-size,convertible,black,ny,15376.370812942638
54369,albany,1969,dodge,fair,4 cylinders,gas,198634,missing,manual,fwd,mid-size,coupe,silver,ny,2591.536010643062
54370,milwaukee,2012,volkswagen,excellent,4 cylinders,gas,134281,clean,manual,fwd,compact,sedan,grey,wi,5927.872588343124
54371,cedar rapids,1999,RAM,excellent,6 cylinders,diesel,127862,clean,automatic,4wd,full-size,truck,white,ia,22707.643424144993
54372,rhode island,2006,toyota,excellent,6 cylinders,gas,176747,clean,automatic,fwd,full-size,mini-van,black,ri,6185.053549311622
54373,des moines,1991,FORD,good,other,gas,34461,rebuilt,other,fwd,full-size,truck,white,ia,13907.00210689925
54374,amarillo,2003,ford,fair,6 cylinders,gas,138250,clean,manual,rwd,full−size,truck,blue,tx,8580.667044841806
54375,redding,2003,ford,excellent,8 cylinders,gas,85646,clean,automatic,4wd,full-size,SUV,silver,ca,13881.2629182945
54376,rochester,2011,nissan,like new,6 cylinders,gas,194190,parts only,automatic,4wd,full-size,coupe,black,ny,8803.336591118315
54377,central NJ,2012,TOYOTA,excellent,6 cylinders,gas,242096,clean,automatic,4wd,mid-size,SUV,black,nj,7585.8463541825195
54378,central NJ,2012,chevrolet,excellent,4 cylinders,gas,131448,rebuilt,automatic,fwd,mid-size,SUV,blue,nj,11617.047585448827
54379,syracuse,2007,mercedes-benz,excellent,6 cylinders,gas,196533,clean,automatic,4wd,mid-size,SUV,black,ny,10300.175705078836
54380,stockton,2018,jeep,excellent,6 cylinders,gas,28840,clean,automatic,fwd,full-size,SUV,blue,ca,15663.75707344341
54381,south jersey,2005,ford,like new,6 cylinders,gas,113044,clean,automatic,rwd,full-size,sedan,brown,nj,9772.710898572172
54382,anchorage / mat-su,2017,ram,like new,8 cylinders,diesel,42688,clean,automatic,4wd,full-size,truck,blue,ak,37996.294796233866
54383,south coast,1952,chevrolet,excellent,6 cylinders,diesel,89820,clean,automatic,4wd,full-size,pickup,green,ma,11484.728231318468
54384,yakima,2012,dodge,excellent,6 cylinders,gas,134472,rebuilt,automatic,4wd,full-size,SUV,black,,14221.035509900523
54385,long island,2003,chevrolet,excellent,6 cylinders,gas,99818,clean,automatic,fwd,full-size,SUV,silver,ny,9889.860543171262
54386,redding,2012,honda,excellent,other,gas,137751,clean,manual,fwd,compact,sedan,blue,,6470.8254349833305
54387,denver,2020,ford,excellent,6 cylinders,gas,5044,clean,manual,rwd,mid-size,coupe,white,co,24050.675041064947
54388,las vegas,2015,bmw,excellent,6 cylinders,gas,31122,clean,automatic,rwd,mid-size,coupe,black,nv,18517.719554551233
54389,fayetteville,2017,honda,excellent,6 cylinders,gas,14068,clean,manual,fwd,mid-size,sedan,red,nc,11368.36376217089
54390,rochester,2017,jeep,excellent,4 cylinders,gas,144243,clean,other,fwd,mid-size,SUV,black,ny,9249.542727557693
54391,boulder,2019,honda,like new,4 cylinders,gas,132992,clean,automatic,fwd,compact,hatchback,blue,co,8473.07395499873
54392,santa fe / taos,2009,nissan,fair,4 cylinders,,159256,clean,manual,fwd,mid-size,sedan,silver,nm,3846.800213123729
54393,albany,2016,ram,excellent,8 cylinders,diesel,6285,clean,automatic,4wd,full-size,truck,black,ny,40996.73635042325
54394,south jersey,2007,jeep,fair,6 cylinders,gas,100113,clean,automatic,fwd,mid-size,SUV,black,nj,6528.97649529863
54395,boise,2007,subaru,excellent,4 cylinders,gas,135127,clean,automatic,fwd,mid-size,SUV,silver,id,9239.461313054298
54396,western massachusetts,2010,honda,good,4 cylinders,gas,135360,clean,automatic,fwd,full-size,sedan,silver,ma,5257.980233167288
54397,hartford,2011,ford,excellent,4 cylinders,gas,157614,clean,automatic,fwd,full-size,sedan,white,ct,8043.133784615607
54398,tri-cities,1994,bmw,like new,4 cylinders,gas,210763,clean,automatic,fwd,mid-size,SUV,red,wa,5489.035866764793
54399,joplin,2014,honda,excellent,4 cylinders,gas,119718,rebuilt,automatic,fwd,compact,sedan,black,mo,7925.3311835805025
54400,philadelphia,2012,honda,good,other,gas,118314,clean,manual,fwd,compact,sedan,black,pa,5548.680054508824
54401,okaloosa / walton,1983,ford,fair,8 cylinders,gas,51898,clean,other,fwd,full-size,truck,white,fl,8394.321254691919
54402,south bend / michiana,1999,ford,excellent,6 cylinders,gas,140951,clean,automatic,4wd,mid-size,truck,silver,in,12611.885799691738
54403,asheville,2013,ford,excellent,4 cylinders,gas,40510,clean,automatic,fwd,mid-size,sedan,black,,12899.980030903393
54404,kennewick-pasco-richland,1996,chevrolet,fair,6 cylinders,gas,153155,clean,manual,fwd,full-size,coupe,green,,3764.711276169066
54405,albuquerque,1993,cadillac,good,8 cylinders,gas,104549,clean,manual,fwd,full-size,coupe,blue,nm,7114.031082943518
54406,baltimore,2012,honda,excellent,4 cylinders,gas,75781,clean,manual,fwd,full-size,mini-van,blue,md,9726.923109124795
54407,savannah / hinesville,2010,chevrolet,excellent,8 cylinders,gas,38412,clean,automatic,4wd,full-size,pickup,white,ga,23871.939988529753
54408,columbia,2016,ｆｏｒｄ,good,8 cylinders,diesel,24705,clean,automatic,rwd,full-size,truck,black,sc,25495.02215455472
54409,san diego,2015,subaru,excellent,4 cylinders,gas,128615,rebuilt,automatic,4wd,mid-size,SUV,black,ca,16776.38975137748
54410,space coast,2008,ford,good,4 cylinders,gas,199734,clean,other,fwd,full-size,SUV,brown,fl,4767.8636434028795
54411,portland,1997,toyota,like new,4 cylinders,gas,175549,clean,automatic,fwd,compact,SUV,red,or,5750.96075668979
54412,boise,1992,chevrolet,good,6 cylinders,diesel,112837,clean,automatic,4wd,fullーsize,SUV,white,id,14290.719691075148
54413,new hampshire,2010,pontiac,good,6 cylinders,gas,193379,rebuilt,manual,fwd,mid-size,coupe,white,nh,5518.201842409321
54414,redding,2012,FORD,excellent,6 cylinders,gas,134330,,automatic,fwd,mid-size,,black,ca,9817.142507984512
54415,redding,2006,chevrolet,good,8 cylinders,gas,125823,clean,automatic,fwd,compact,hatchback,white,ca,7248.897539184319
54416,phoenix,2007,mitsubishi,excellent,6 cylinders,gas,95153,clean,automatic,fwd,mid-size,sedan,silver,,8972.906334945397
54417,poconos,2015,ford,excellent,6 cylinders,diesel,77194,rebuilt,automatic,4wd,full-size,truck,black,pa,29685.689399772138
54418,"washington, DC",1997,ford,good,8 cylinders,gas,187560,clean,manual,fwd,full-size,pickup,black,,5856.7581992042715
54419,philadelphia,2014,HONDA,excellent,4 cylinders,,140974,clean,automatic,fwd,mid-size,sedan,silver,pa,6809.686388216337
54420,lansing,2007,ford,good,6 cylinders,gas,143087,clean,manual,rwd,full-size,truck,blue,,11026.100793242285
54421,denver,2017,gmc,like new,8 cylinders,diesel,36508,clean,automatic,4wd,full-size,truck,blue,co,32240.519676123055
54422,redding,2004,ford,fair,6 cylinders,gas,138452,clean,automatic,rwd,full-size,sedan,black,ca,6359.5199617570315
54423,dallas / fort worth,2006,buick,excellent,6 cylinders,,202287,clean,automatic,fwd,full-size,coupe,silver,,5795.809362059354
54424,central NJ,2012,ford,good,6 cylinders,diesel,113801,clean,automatic,rwd,full-size,truck,white,nj,18196.603879719874
54425,baltimore,2014,buick,good,6 cylinders,gas,96152,clean,automatic,fwd,mid-size,SUV,blue,,9058.65334427186
54426,upper peninsula,2015,chevrolet,excellent,4 cylinders,gas,10717,clean,automatic,fwd,full-size,SUV,black,mi,17682.73473804854
54427,tampa bay area,2015,chevrolet,excellent,8 cylinders,gas,57990,clean,automatic,fwd,full-size,truck,black,fl,16196.383341574192
54428,richmond,1998,ford,good,8 cylinders,diesel,127033,clean,automatic,4wd,full-size,truck,red,va,13561.280338430193
54429,worcester / central MA,2014,volkswagen,excellent,4 cylinders,gas,93376,clean,automatic,fwd,mid-size,SUV,black,ma,9513.87276411233
54430,north jersey,2006,ford,excellent,4 cylinders,,203897,clean,automatic,fwd,full-size,SUV,white,nj,7565.354609322298
54431,louisville,2008,jeep,fair,8 cylinders,gas,225968,clean,automatic,4wd,full-size,SUV,silver,ky,4688.518925831515
54432,duluth / superior,2012,ford,excellent,8 cylinders,diesel,105995,clean,automatic,4wd,full-size,truck,blue,mn,23175.656458206267
54433,las vegas,1991,BMW,excellent,8 cylinders,gas,106095,clean,automatic,rwd,full-size,coupe,black,nv,10540.131454702523
54434,texoma,2010,ram,good,8 cylinders,gas,153961,clean,manual,rwd,full-size,truck,white,ok,12429.685770484484
54435,louisville,2007,toyota,fair,6 cylinders,gas,201025,clean,automatic,fwd,full-size,truck,blue,ky,4771.984986268093
54436,los angeles,2010,FORD,good,8 cylinders,gas,145761,clean,automatic,rwd,full-size,truck,white,ca,11633.27171362012
54437,tampa bay area,2006,mercury,fair,8 cylinders,gas,214626,clean,manual,fwd,full-size,coupe,blue,fl,2777.9947313236735
54438,denver,2009,ford,fair,6 cylinders,gas,185979,clean,manual,fwd,mid-size,hatchback,black,,4529.840234504825
54439,tampa bay area,2013,hyundai,like new,4 cylinders,gas,271973,clean,automatic,fwd,mid-size,sedan,silver,fl,3402.4287410958186
54440,tallahassee,2011,chevrolet,excellent,4 cylinders,gas,144687,clean,automatic,fwd,compact,sedan,black,fl,7490.473041993543
54441,tampa bay area,2006,bmw,excellent,6 cylinders,gas,-1,clean,automatic,fwd,mid-size,sedan,silver,fl,12442.03452448876
54442,rhode island,2020,bmw,like new,6 cylinders,diesel,30293,rebuilt,automatic,4wd,full-size,SUV,blue,ri,33051.11842948238
54443,columbia / jeff city,2011,audi,excellent,4 cylinders,gas,139637,clean,automatic,fwd,compact,sedan,black,mo,8495.209923839171
54444,waterloo / cedar falls,1986,buick,good,4 cylinders,gas,205916,clean,automatic,fwd,mid-size,sedan,brown,ia,3074.790929157084
54445,rockford,2013,lexus,excellent,4 cylinders,gas,169796,clean,automatic,4wd,mid-size,SUV,black,il,11043.443021961639
54446,champaign urbana,2012,ram,excellent,8 cylinders,diesel,151920,clean,automatic,4wd,full-size,truck,black,il,20953.04288899151
54447,columbia / jeff city,2015,ford,excellent,6 cylinders,gas,241114,rebuilt,automatic,4wd,full-size,truck,silver,mo,10240.644623848524
54448,sacramento,2012,chrysler,excellent,6 cylinders,gas,158947,rebuilt,automatic,fwd,mid-size,sedan,silver,ca,6103.145294751943
